,col1,col2,col3,Clusters
0,4.615872647117982,0.11044752972673776,-1.1995298440590236,2
1,-3.161003210246379,0.14452093018204154,0.09935265711272417,4
2,2.301051025476871,-0.37557096451789856,-1.6958047507680774,1
3,-2.936628764479252,-1.4525957215805159,-0.1660067646342719,4
4,-0.6613335483539832,0.23366972953006276,-0.714696414988838,3
5,0.7120640818056599,1.7089208998042493,-0.580294584450844,1
6,0.4583836828991427,1.7674122261341676,-0.7872110585768008,1
7,-2.5665439739682854,-0.8012360934212953,0.014318635976457533,4
8,-2.9375048323684414,-1.4238060815646219,0.9835148042449181,4
9,-4.855224743490619,-0.016389353643865245,2.843413846200446,4
10,-3.050337497086193,-1.6448464806878897,-0.00658534587966302,4
11,-2.393344655902465,-3.2457055729288307,-0.7726861497547919,4
12,3.295840540378764,-1.4879281200520436,-2.8554673885840582,2
13,-1.7864025072795247,1.826489376038062,0.18868584467414307,3
14,-2.1755759954310396,-2.7192130882617915,-0.609194622212828,4
15,5.923889796465605,-0.8706337238873703,3.0997198535937334,2
16,-3.172614661061603,0.7492772104020627,0.38884494782193924,4
17,-0.04929425232145438,-0.8790789318143509,-1.233870734549476,4
18,4.310590257870028,2.7299213968528733,0.9730746774028814,1
19,-2.312071353785258,-1.0831437748867283,-0.4007565482479424,4
20,-0.3209139813895623,-1.6825978786328262,-1.034973289942625,4
21,2.6228531588642294,1.6789649432576377,-0.8851576136656568,1
22,0.4775402040034474,1.982076050967971,2.19282966172552,3
23,0.10361154037124345,1.6032888350706866,-0.5494287590990053,3
24,-1.0150076723953934,2.645473702648825,-0.07238548400311673,3
25,-1.7370602626771505,-2.2007913900857448,-0.8136924125469459,4
26,-2.2816643379042203,1.4062629640254958,0.37488654967112495,3
27,2.8020884508047232,2.127272845662888,-1.5924276390909762,1
28,-2.161020444937515,-1.381639895062708,-0.47259739175866394,4
29,5.679422684192104,-1.01600139997699,-0.3922105600994735,2
30,-1.9865896729343073,-2.863270398086506,-0.7673875749307165,4
31,0.08123804116025449,-1.9013342106413376,-1.414709820706717,4
32,-1.5311553817486279,0.10200190053039723,1.9131661116448584,3
33,-1.2260409658463192,2.9008980560621915,0.8452111779855845,3
34,2.643214210050773,-0.6311003404198705,-1.685103590572791,2
35,-3.082123838751405,0.49424460364014433,0.21546415160540816,4
36,1.4529353236031788,2.420759736188957,-0.6285091184048878,1
37,-2.856302302466619,-0.7672224599517234,-0.10518955882948597,4
38,-2.4471301854202734,-0.5217318736705308,-0.3674244285985471,4
39,3.2084496208444353,-0.6828643267565522,0.7858585613925457,2
40,3.2740387144067373,1.3889827264831751,-1.7516809398279456,1
41,-3.2895085922604843,-1.2633586121441687,0.0015500821296056209,4
42,-2.8445248201413396,-0.39625051179204857,-0.19901805930723157,4
43,-0.41120045113349235,-2.1299852762014577,-1.305037099028335,4
44,-3.216444387145087,-1.1231135875398572,-0.07230095254302767,4
45,3.76126181226964,-1.7178242342811576,-3.265089174634438,2
46,-1.5060301951836463,-2.3039851476880306,0.24541583434140918,4
47,-3.1521876303921936,-1.0195977842524941,0.05165535277014609,4
48,-3.334321731215907,1.3257555366890041,0.37954852133734207,3
49,0.8633346211324568,4.278621451679806,0.06079700300676371,1
50,0.525119821243017,0.7334408528842356,-1.1907139781336467,1
51,5.28871535652444,0.19112282142523482,-2.2387474491973927,2
52,-2.841403980514143,-1.205756324596221,-0.13319079946997084,4
53,6.597327977640282,-2.2782778931908334,1.4247085248756532,2
54,-0.38226093969756625,2.606368413240163,-0.2602037551686623,3
55,7.5074887631366805,-0.4763864156698961,-0.08400079385395794,2
56,3.691434636133287,-1.1667099995905725,-1.4976296335472925,2
57,-2.8316151066888446,-2.0709706266212238,-0.3756547752156336,4
58,-2.7068930360968504,-1.249341271603019,-0.13408274393084585,4
59,-0.6120050250512814,1.6268736297683037,-0.1029585024755159,3
60,5.273370217774643,-2.134791647299657,3.0395322198819996,2
61,-0.26826562588421876,2.2175972218570204,-0.2209233931284243,3
62,1.058307697468551,2.919383197602695,-0.42271587740508354,1
63,0.1746888234142825,1.6331158855600203,-0.26171421499128344,3
64,2.725211496920628,-0.7470244870392291,-1.9840466232016656,2
65,-2.852833153656711,-1.6428123763933598,0.6788774348535027,4
66,-3.7233141380236674,-0.310842232576559,0.3254034950946938,4
67,5.15724201030345,0.9187647652037819,2.9777317803211187,2
68,1.0847207755488888,1.416066613745914,-1.1701893328159567,1
69,0.5058097244150473,3.7318684878028447,-0.008694942240932651,1
70,3.3169243997998277,-0.4247957422494916,-1.990346432119369,2
71,-2.5671525181314006,-0.388945357811629,0.0622074018128902,4
72,2.2560623497246204,3.0926296609598523,-1.3031582383630151,1
73,-0.16617730701793873,2.8449612812413694,2.438251329427373,3
74,-1.0911870585116303,-2.2950976434392487,-1.289898269312649,4
75,-3.0480127812180484,-1.4765289681888398,-0.10352559355324609,4
76,4.328784521787451,-0.9382583339887364,-1.0243175171443222,2
77,6.228936722293429,-1.2977852902735172,0.024002702050405406,2
78,-1.9835690371743186,-2.9531605883689966,-0.9933276477402985,4
79,1.4158485045009777,-0.5081091435742235,1.9059208056094614,1
80,-2.589220216000101,-0.37397191872341834,0.040693167535466285,4
81,-3.335222691905786,-1.4972259349422947,0.035419575025500964,4
82,-2.949768159715306,-0.6746880103990122,-0.07914227213840924,4
83,0.08123804116025449,-1.9013342106413376,-1.414709820706717,4
84,3.439789199362076,-1.2266575759846234,-2.2093522569694275,2
85,-3.3379013117821708,0.467748770132515,0.09467190008484307,4
86,-2.410129532925258,1.2272543399771836,2.536530369001952,3
87,0.5594321120122508,0.5182988267359029,4.7926662691489685,3
88,5.02840427159432,-1.825723562127886,-0.7789493038961703,2
89,-1.337791244388375,-0.2035423617354894,-0.7457836171738809,4
90,-1.477672612387585,4.83184563722222,0.6790335563684429,3
91,-3.4075464232659396,-0.05924965889159136,0.2220915067843183,4
92,1.9246687925009744,-1.7348383885348464,-1.9653708424222291,2
93,-3.026978592000647,-1.5693039495952428,-0.1381648381260303,4
94,-2.832688277507033,-0.8843543094486912,-0.2231200605942224,4
95,-2.965168248597157,-1.7046512642464189,-0.20172200268059032,4
96,0.39035535042585146,2.3963267898905865,2.0519619900909465,3
97,-3.160485280694794,0.29363768627710457,0.3147800020809114,4
98,4.565146612305015,-0.4619924259759274,-0.2771115737820589,2
99,0.664654015591099,-1.499930803243366,-1.5228785304917618,1
100,-2.539306480428763,0.08822592356984053,0.04948654480244276,4
101,-2.6184852162905052,-0.20831594089113709,-0.1920691572911555,4
102,4.0817919137333485,2.176313252822637,-2.437152913548296,1
103,2.5175631044008573,-0.4559650633165088,-1.8123795650359835,2
104,3.6692835284965537,-1.6422270542669313,-1.4297189568739141,2
105,-3.353246946927725,-2.48833266308623,-0.42649845207534043,4
106,-2.61341819778034,1.3894021443858646,0.3998098301868237,3
107,1.592082029801345,3.47222385515606,-1.224004838349659,1
108,-2.4628983636920134,-0.7690759632148729,0.03391286552481484,4
109,2.5338322923472183,-1.009827091720189,-2.0428959499223596,2
110,2.458871575587096,1.4751027132212018,-1.518790065133895,1
111,3.510053553415615,-0.7592896426362553,2.415482012653352,2
112,0.342732282639311,1.8118062642146673,1.9640868397754319,3
113,4.398761522510638,-1.7909576208004658,3.1683881145525494,2
114,-0.8518218653265227,1.0411492252260677,0.10502995185030456,3
115,-2.7941335434303074,0.5422791149191324,0.20828844068793556,4
116,6.166629644374313,-3.1686194959978633,1.1069410087763054,2
117,0.1024091468647169,1.0289747120213981,-1.0988933430671501,3
118,-3.079709609835544,0.2583330600165805,-0.027194765866147406,4
119,-3.026850295091216,-1.103692493087262,-0.1421059380516182,4
120,0.8545086793079085,2.145389303132715,-1.0868326273197144,1
121,-2.4196720732743238,-1.280951801598063,0.6840958385218857,4
122,-4.02722166941343,-1.0306960413236819,0.34808682470857794,4
123,-3.1088500460090582,-1.5189722298987092,-0.12570906102705603,4
124,7.0431683843733905,-1.7424683831324768,4.688420796985476,2
125,1.7247345514099863,-0.9651735060257488,-1.9182080462083098,2
126,5.202874056506063,-1.792724454346326,-1.9987053766716394,2
127,-2.8998740555081337,0.6449439053006276,0.1235548506585721,4
128,-0.9324904495806156,1.4700403825214603,-0.14492977376925775,3
129,-0.05991929194506069,2.5597962402820813,-0.2612407155662917,3
130,0.3936119877826144,1.7904949226375613,-1.0304531861774888,1
131,-0.8957641734442557,3.2513838594724827,0.5429907639636337,3
132,2.306725156250518,-0.7663301116527252,-1.9079358921537937,2
133,1.279994484135086,1.3324606512097825,-1.4165763578375121,1
134,-2.449006721954752,1.950815239629921,0.4628660613697469,3
135,3.850872302297516,-0.6247859400949334,0.5510251803968022,2
